Rvals*1e9,0a1,0a1
3.217683339516683070e-08,-7.125418630768658659e+03,-2.609959849619386318e+00
3.221865930776605907e-08,-7.125420027423988358e+03,-2.611705708310835483e+00
3.226048522036528744e-08,-7.125421416845687418e+03,-2.613442524605580797e+00
3.230231113296451580e-08,-7.125422799080524783e+03,-2.615170356969973131e+00
3.234413704556374417e-08,-7.125424174174907421e+03,-2.616889263416860345e+00
3.238596295816297254e-08,-7.125425542174888506e+03,-2.618599301511978172e+00
3.242778887076220753e-08,-7.125426903126155594e+03,-2.620300528373925353e+00
3.246961478336143590e-08,-7.125428257074050634e+03,-2.621993000681838382e+00
3.251144069596066426e-08,-7.125429604063566330e+03,-2.623676774677462298e+00
3.255326660855989263e-08,-7.125430944139345229e+03,-2.625351906169107519e+00
3.259509252115912100e-08,-7.125432277345686998e+03,-2.627018450536667604e+00
3.263691843375835599e-08,-7.125433603726553883e+03,-2.628676462734908625e+00
3.267874434635758435e-08,-7.125434923325567979e+03,-2.630325997295341001e+00
3.272057025895681272e-08,-7.125436236186020324e+03,-2.631967108334187344e+00
3.276239617155604109e-08,-7.125437542350869080e+03,-2.633599849551869987e+00
3.280422208415526946e-08,-7.125438841862744084e+03,-2.635224274239747366e+00
3.284604799675449783e-08,-7.125440134763950482e+03,-2.636840435281533779e+00
3.288787390935373281e-08,-7.125441421096471458e+03,-2.638448385158367770e+00
3.292969982195296118e-08,-7.125442700901966418e+03,-2.640048175951934084e+00
3.297152573455218955e-08,-7.125443974221781900e+03,-2.641639859347891583e+00
3.301335164715141792e-08,-7.125445241096955215e+03,-2.643223486640053466e+00
3.305517755975064629e-08,-7.125446501568202621e+03,-2.644799108732485138e+00
3.309700347234988127e-08,-7.125447755675939334e+03,-2.646366776143800781e+00
3.313882938494910964e-08,-7.125449003460269523e+03,-2.647926539010738711e+00
3.318065529754833801e-08,-7.125450244961001772e+03,-2.649478447092378453e+00
3.322248121014756638e-08,-7.125451480217635435e+03,-2.651022549770829517e+00
3.326430712274679474e-08,-7.125452709269380648e+03,-2.652558896056409932e+00
3.330613303534602973e-08,-7.125453932155145594e+03,-2.654087534591157205e+00
3.334795894794525810e-08,-7.125455148913550147e+03,-2.655608513651420477e+00
3.338978486054448647e-08,-7.125456359582924051e+03,-2.657121881150573017e+00
3.343161077314371483e-08,-7.125457564201306923e+03,-2.658627684643341649e+00
3.347343668574294320e-08,-7.125458762806456434e+03,-2.660125971328520578e+00
3.351526259834217819e-08,-7.125459955435846496e+03,-2.661616788051202054e+00
3.355708851094140656e-08,-7.125461142126674531e+03,-2.663100181307542336e+00
3.359891442354063493e-08,-7.125462322915852383e+03,-2.664576197245968725e+00
3.364074033613986329e-08,-7.125463497840023592e+03,-2.666044881670824651e+00
3.368256624873909166e-08,-7.125464666935559762e+03,-2.667506280047390099e+00
3.372439216133832003e-08,-7.125465830238557828e+03,-2.668960437500941030e+00
3.376621807393755502e-08,-7.125466987784848243e+03,-2.670407398822880474e+00
3.380804398653678338e-08,-7.125468139609999525e+03,-2.671847208472022395e+00
3.384986989913601175e-08,-7.125469285749310075e+03,-2.673279910578997054e+00
3.389169581173524012e-08,-7.125470426237820902e+03,-2.674705548946846534e+00
3.393352172433446849e-08,-7.125471561110316543e+03,-2.676124167055883074e+00
3.397534763693370347e-08,-7.125472690401320506e+03,-2.677535808064974265e+00
3.401717354953293184e-08,-7.125473814145107099e+03,-2.678940514815590035e+00
3.405899946213216021e-08,-7.125474932375688695e+03,-2.680338329833167332e+00
3.410082537473138858e-08,-7.125476045126841200e+03,-2.681729295331903629e+00
3.414265128733061695e-08,-7.125477152432081311e+03,-2.683113453214119648e+00
3.418447719992984532e-08,-7.125478254324687441e+03,-2.684490845077288856e+00
3.422630311252908030e-08,-7.125479350837687889e+03,-2.685861512212252666e+00
3.426812902512830867e-08,-7.125480442003872668e+03,-2.687225495608675629e+00
3.430995493772753704e-08,-7.125481527855794411e+03,-2.688582835956704553e+00
3.435178085032676541e-08,-7.125482608425767467e+03,-2.689933573649001097e+00
3.439360676292599377e-08,-7.125483683745863345e+03,-2.691277748785568136e+00
3.443543267552522876e-08,-7.125484753847929824e+03,-2.692615401172544942e+00
3.447725858812445713e-08,-7.125485818763580028e+03,-2.693946570327691692e+00
3.451908450072368550e-08,-7.125486878524196072e+03,-2.695271295481234564e+00
3.456091041332291386e-08,-7.125487933160929970e+03,-2.696589615579584542e+00
3.460273632592214223e-08,-7.125488982704716364e+03,-2.697901569286856205e+00
3.464456223852137722e-08,-7.125490027186257066e+03,-2.699207194986800840e+00
3.468638815112060559e-08,-7.125491066636038340e+03,-2.700506530786597637e+00
3.472821406371983396e-08,-7.125492101084323622e+03,-2.701799614517835124e+00
3.477003997631906232e-08,-7.125493130561158978e+03,-2.703086483739860046e+00
3.481186588891829069e-08,-7.125494155096372197e+03,-2.704367175741309026e+00
3.485369180151752568e-08,-7.125495174719579154e+03,-2.705641727542536845e+00
3.489551771411675405e-08,-7.125496189460182904e+03,-2.706910175897741855e+00
3.493734362671598241e-08,-7.125497199347372771e+03,-2.708172557298614169e+00
3.497916953931521078e-08,-7.125498204410132530e+03,-2.709428907973659317e+00
3.502099545191443915e-08,-7.125499204677237685e+03,-2.710679263893281288e+00
3.506282136451366752e-08,-7.125500200177253646e+03,-2.711923660770674260e+00
3.510464727711290250e-08,-7.125501190938546642e+03,-2.713162134063227704e+00
3.514647318971213087e-08,-7.125502176989281907e+03,-2.714394718976136378e+00
3.518829910231135924e-08,-7.125503158357418215e+03,-2.715621450463980846e+00
3.523012501491058761e-08,-7.125504135070721532e+03,-2.716842363231767976e+00
3.527195092750981598e-08,-7.125505107156755003e+03,-2.718057491738683051e+00
3.531377684010905096e-08,-7.125506074642889871e+03,-2.719266870198918884e+00
3.535560275270827933e-08,-7.125507037556302748e+03,-2.720470532585077539e+00
3.539742866530750770e-08,-7.125507995923976523e+03,-2.721668512627114289e+00
3.543925457790673607e-08,-7.125508949772703090e+03,-2.722860843817853205e+00
3.548108049050596444e-08,-7.125509899129089717e+03,-2.724047559413932618e+00
3.552290640310519280e-08,-7.125510844019548131e+03,-2.725228692436440170e+00
3.556473231570442779e-08,-7.125511784470309067e+03,-2.726404275673739441e+00
3.560655822830365616e-08,-7.125512720507416816e+03,-2.727574341683495440e+00
3.564838414090288453e-08,-7.125513652156737407e+03,-2.728738922795074462e+00
3.569021005350211289e-08,-7.125514579443945877e+03,-2.729898051109882040e+00
3.573203596610134126e-08,-7.125515502394544455e+03,-2.731051758504187799e+00
3.577386187870057625e-08,-7.125516421033856204e+03,-2.732200076631693175e+00
3.581568779129980462e-08,-7.125517335387021376e+03,-2.733343036923951530e+00
3.585751370389903299e-08,-7.125518245479011057e+03,-2.734480670593056661e+00
3.589933961649826135e-08,-7.125519151334619892e+03,-2.735613008632677090e+00
3.594116552909748972e-08,-7.125520052978467902e+03,-2.736740081821165127e+00
3.598299144169672471e-08,-7.125520950435003215e+03,-2.737861920721509357e+00
3.602481735429595308e-08,-7.125521843728507520e+03,-2.738978555684889127e+00
3.606664326689518144e-08,-7.125522732883094250e+03,-2.740090016850777133e+00
3.610846917949440981e-08,-7.125523617922700396e+03,-2.741196334150093783e+00
3.615029509209363818e-08,-7.125524498871106516e+03,-2.742297537305748101e+00
3.619212100469287317e-08,-7.125525375751926731e+03,-2.743393655835079770e+00
3.623394691729210153e-08,-7.125526248588607814e+03,-2.744484719051301536e+00
3.627577282989132990e-08,-7.125527117404439196e+03,-2.745570756064042772e+00
3.631759874249055827e-08,-7.125527982222546598e+03,-2.746651795783545680e+00
3.635942465508978664e-08,-7.125528843065896581e+03,-2.747727866919866369e+00
3.640125056768901501e-08,-7.125529699957299272e+03,-2.748798997985796966e+00
3.644307648028824999e-08,-7.125530552919406546e+03,-2.749865217297045472e+00
3.648490239288747836e-08,-7.125531401974714754e+03,-2.750926552976522110e+00
3.652672830548670673e-08,-7.125532247145565634e+03,-2.751983032951621500e+00
3.656855421808593510e-08,-7.125533088454149038e+03,-2.753034684961367606e+00
3.661038013068516347e-08,-7.125533925922499293e+03,-2.754081536552092313e+00
3.665220604328439845e-08,-7.125534759572507028e+03,-2.755123615083454158e+00
3.669403195588362682e-08,-7.125535589425904618e+03,-2.756160947727360533e+00
3.673585786848285519e-08,-7.125536415504285287e+03,-2.757193561470692167e+00
3.677768378108208356e-08,-7.125537237829086735e+03,-2.758221483115776529e+00
3.681950969368131192e-08,-7.125538056421606598e+03,-2.759244739284281156e+00
3.686133560628054029e-08,-7.125538871302992447e+03,-2.760263356414441205e+00
3.690316151887977528e-08,-7.125539682494255430e+03,-2.761277360766122513e+00
3.694498743147900365e-08,-7.125540490016253898e+03,-2.762286778421347844e+00
3.698681334407823202e-08,-7.125541293889717053e+03,-2.763291635284541137e+00
3.702863925667746038e-08,-7.125542094135224033e+03,-2.764291957084723528e+00
3.707046516927668875e-08,-7.125542890773221188e+03,-2.765287769378168559e+00
3.711229108187592374e-08,-7.125543683824011168e+03,-2.766279097547585941e+00
3.715411699447515211e-08,-7.125544473307762928e+03,-2.767265966803931665e+00
3.719594290707438047e-08,-7.125545259244509907e+03,-2.768248402189394497e+00
3.723776881967360884e-08,-7.125546041654147302e+03,-2.769226428576979426e+00
3.727959473227283721e-08,-7.125546820556443890e+03,-2.770200070672450554e+00
3.732142064487207220e-08,-7.125547595971024748e+03,-2.771169353015800585e+00
3.736324655747130056e-08,-7.125548367917393989e+03,-2.772134299981756644e+00
3.740507247007052893e-08,-7.125549136414920213e+03,-2.773094935783360970e+00
3.744689838266975730e-08,-7.125549901482837413e+03,-2.774051284468966205e+00
3.748872429526898567e-08,-7.125550663140261349e+03,-2.775003369928733310e+00
3.753055020786822066e-08,-7.125551421406172267e+03,-2.775951215891769408e+00
3.757237612046744902e-08,-7.125552176299426719e+03,-2.776894845929240851e+00
3.761420203306667739e-08,-7.125552927838756659e+03,-2.777834283454995834e+00
3.765602794566590576e-08,-7.125553676042766710e+03,-2.778769551727308773e+00
3.769785385826513413e-08,-7.125554420929938715e+03,-2.779700673849325288e+00
3.773967977086436250e-08,-7.125555162518633551e+03,-2.780627672771630809e+00
3.778150568346359748e-08,-7.125555900827084770e+03,-2.781550571291682150e+00
3.782333159606282585e-08,-7.125556635873413143e+03,-2.782469392056214907e+00
3.786515750866205422e-08,-7.125557367675613023e+03,-2.783384157562410532e+00
3.790698342126128259e-08,-7.125558096251563256e+03,-2.784294890157642310e+00
3.794880933386051096e-08,-7.125558821619022638e+03,-2.785201612042256247e+00
3.799063524645974594e-08,-7.125559543795635363e+03,-2.786104345270257188e+00
3.803246115905897431e-08,-7.125560262798923759e+03,-2.787003111750272044e+00
3.807428707165820268e-08,-7.125560978646303738e+03,-2.787897933246661353e+00
3.811611298425743105e-08,-7.125561691355067524e+03,-2.788788831380266231e+00
3.815793889685665941e-08,-7.125562400942398199e+03,-2.789675827630079930e+00
3.819976480945588778e-08,-7.125563107425368798e+03,-2.790558943334496611e+00
3.824159072205512277e-08,-7.125563810820931394e+03,-2.791438199691887334e+00
3.828341663465435114e-08,-7.125564511145938923e+03,-2.792313617761396305e+00
3.832524254725357950e-08,-7.125565208417123358e+03,-2.793185218464583119e+00
3.836706845985280787e-08,-7.125565902651115721e+03,-2.794053022586180379e+00
3.840889437245203624e-08,-7.125566593864433344e+03,-2.794917050776120959e+00
3.845072028505127123e-08,-7.125567282073488059e+03,-2.795777323549300863e+00
3.849254619765049959e-08,-7.125567967294581649e+03,-2.796633861285823475e+00
3.853437211024972796e-08,-7.125568649543916763e+03,-2.797486684234844034e+00
3.857619802284895633e-08,-7.125569328837579633e+03,-2.798335812513820020e+00
3.861802393544818470e-08,-7.125570005191566452e+03,-2.799181266107679367e+00
3.865984984804741969e-08,-7.125570678621755178e+03,-2.800023064874397338e+00
3.870167576064664805e-08,-7.125571349143932821e+03,-2.800861228541764003e+00
3.874350167324587642e-08,-7.125572016773778159e+03,-2.801695776709886676e+00
3.878532758584510479e-08,-7.125572681526868109e+03,-2.802526728853142135e+00
3.882715349844433316e-08,-7.125573343418679542e+03,-2.803354104318777296e+00
3.886897941104356814e-08,-7.125574002464593832e+03,-2.804177922330850503e+00
3.891080532364279651e-08,-7.125574658679888671e+03,-2.804998201988175399e+00
3.895263123624202488e-08,-7.125575312079741707e+03,-2.805814962267714652e+00
3.899445714884125325e-08,-7.125575962679240547e+03,-2.806628222023472397e+00
3.903628306144048162e-08,-7.125576610493369117e+03,-2.807437999989559785e+00
3.907810897403970999e-08,-7.125577255537017663e+03,-2.808244314778318707e+00
3.911993488663894497e-08,-7.125577897824982756e+03,-2.809047184884666759e+00
3.916176079923817334e-08,-7.125578537371960010e+03,-2.809846628683162706e+00
3.920358671183740171e-08,-7.125579174192559549e+03,-2.810642664432779991e+00
3.924541262443663008e-08,-7.125579808301290541e+03,-2.811435310274553956e+00
3.928723853703585844e-08,-7.125580439712577572e+03,-2.812224584233959046e+00
3.932906444963509343e-08,-7.125581068440744275e+03,-2.813010504222196229e+00
3.937089036223432180e-08,-7.125581694500028789e+03,-2.813793088035906553e+00
3.941271627483355017e-08,-7.125582317904578304e+03,-2.814572353358712142e+00
3.945454218743277853e-08,-7.125582938668450879e+03,-2.815348317761528829e+00
3.949636810003200690e-08,-7.125583556805609078e+03,-2.816120998703706135e+00
3.953819401263123527e-08,-7.125584172329935427e+03,-2.816890413534915094e+00
3.958001992523047026e-08,-7.125584785255219685e+03,-2.817656579494253410e+00
3.962184583782969862e-08,-7.125585395595165210e+03,-2.818419513711052371e+00
3.966367175042892699e-08,-7.125586003363390773e+03,-2.819179233207349089e+00
3.970549766302815536e-08,-7.125586608573424201e+03,-2.819935754897588076e+00
3.974732357562738373e-08,-7.125587211238712371e+03,-2.820689095588752249e+00
3.978914948822661872e-08,-7.125587811372615761e+03,-2.821439271983448904e+00
3.983097540082584708e-08,-7.125588408988412084e+03,-2.822186300677404613e+00
3.987280131342507545e-08,-7.125589004099294471e+03,-2.822930198163301263e+00
3.991462722602430382e-08,-7.125589596718371467e+03,-2.823670980829244392e+00
3.995645313862353219e-08,-7.125590186858676134e+03,-2.824408664961167936e+00
3.999827905122276717e-08,-7.125590774533150579e+03,-2.825143266743679771e+00
4.004010496382199554e-08,-7.125591359754661426e+03,-2.825874802258066421e+00
4.008193087642122391e-08,-7.125591942535992530e+03,-2.826603287486444405e+00
4.012375678902045228e-08,-7.125592522889851352e+03,-2.827328738311387646e+00
4.016558270161968065e-08,-7.125593100828863498e+03,-2.828051170514399804e+00
4.020740861421891563e-08,-7.125593676365573629e+03,-2.828770599781309070e+00
4.024923452681814400e-08,-7.125594249512452734e+03,-2.829487041698108829e+00
4.029106043941737237e-08,-7.125594820281893590e+03,-2.830200511754177750e+00
4.033288635201660074e-08,-7.125595388686208025e+03,-2.830911025343757714e+00
4.037471226461582911e-08,-7.125595954737633292e+03,-2.831618597764312018e+00
4.041653817721505747e-08,-7.125596518448333882e+03,-2.832323244219094871e+00
4.045836408981429246e-08,-7.125597079830395160e+03,-2.833024979816662015e+00
4.050019000241352083e-08,-7.125597638895829732e+03,-2.833723819572063540e+00
4.054201591501274920e-08,-7.125598195656572898e+03,-2.834419778408273416e+00
4.058384182761197756e-08,-7.125598750124492653e+03,-2.835112871155542891e+00
4.062566774021120593e-08,-7.125599302311376050e+03,-2.835803112551744665e+00
4.066749365281044092e-08,-7.125599852228941927e+03,-2.836490517245217724e+00
4.070931956540966929e-08,-7.125600399888835454e+03,-2.837175099793956434e+00
4.075114547800889765e-08,-7.125600945302634500e+03,-2.837856874665643847e+00
4.079297139060812602e-08,-7.125601488481834167e+03,-2.838535856239674082e+00
4.083479730320735439e-08,-7.125602029437874990e+03,-2.839212058806555472e+00
4.087662321580658276e-08,-7.125602568182114737e+03,-2.839885496569872547e+00
4.091844912840581775e-08,-7.125603104725848425e+03,-2.840556183645905453e+00
4.096027504100504611e-08,-7.125603639080296489e+03,-2.841224134064503470e+00
4.100210095360427448e-08,-7.125604171256617519e+03,-2.841889361768975775e+00
4.104392686620350285e-08,-7.125604701265894619e+03,-2.842551880619147209e+00
4.108575277880273122e-08,-7.125605229119150863e+03,-2.843211704388923788e+00
4.112757869140196620e-08,-7.125605754827332930e+03,-2.843868846769071812e+00
4.116940460400119457e-08,-7.125606278401331110e+03,-2.844523321365764801e+00
4.121123051660042294e-08,-7.125606799851962023e+03,-2.845175141703737864e+00
4.125305642919965131e-08,-7.125607319189980444e+03,-2.845824321224850628e+00
4.129488234179887968e-08,-7.125607836426072936e+03,-2.846470873289605574e+00
4.133670825439811466e-08,-7.125608351570861487e+03,-2.847114811177331894e+00
4.137853416699734303e-08,-7.125608864634908969e+03,-2.847756148086739714e+00
4.142036007959657140e-08,-7.125609375628704584e+03,-2.848394897136987236e+00
4.146218599219579977e-08,-7.125609884562685693e+03,-2.849031071367754908e+00
4.150401190479502814e-08,-7.125610391447216898e+03,-2.849664683740327664e+00
4.154583781739426312e-08,-7.125610896292605503e+03,-2.850295747136885272e+00
4.158766372999349149e-08,-7.125611399109096055e+03,-2.850924274363406230e+00
4.162948964259271986e-08,-7.125611899906868530e+03,-2.851550278146522288e+00
4.167131555519194823e-08,-7.125612398696042874e+03,-2.852173771138556191e+00
4.171314146779117659e-08,-7.125612895486684465e+03,-2.852794765914732800e+00
4.175496738039040496e-08,-7.125613390288785922e+03,-2.853413274974435865e+00
4.179679329298963995e-08,-7.125613883112292569e+03,-2.854029310742694392e+00
4.183861920558886832e-08,-7.125614373967082429e+03,-2.854642885570439770e+00
4.188044511818809668e-08,-7.125614862862974405e+03,-2.855254011733410202e+00
4.192227103078732505e-08,-7.125615349809733743e+03,-2.855862701435145201e+00
4.196409694338655342e-08,-7.125615834817062023e+03,-2.856468966805012943e+00
4.200592285598578841e-08,-7.125616317894605345e+03,-2.857072819902291005e+00
4.204774876858501678e-08,-7.125616799051954331e+03,-2.857674272711266727e+00
4.208957468118424514e-08,-7.125617278298638666e+03,-2.858273337147117843e+00
4.213140059378347351e-08,-7.125617755644132558e+03,-2.858870025053370068e+00
4.217322650638270188e-08,-7.125618231097854732e+03,-2.859464348203183182e+00
4.221505241898193025e-08,-7.125618704669165709e+03,-2.860056318299746714e+00
4.225687833158116523e-08,-7.125619176367377804e+03,-2.860645946977154352e+00
4.229870424418039360e-08,-7.125619646201735122e+03,-2.861233245799728042e+00
4.234053015677962197e-08,-7.125620114181440840e+03,-2.861818226264083886e+00
4.238235606937885034e-08,-7.125620580315633561e+03,-2.862400899798728915e+00
4.242418198197807871e-08,-7.125621044613402773e+03,-2.862981277764383492e+00
4.246600789457731369e-08,-7.125621507083786128e+03,-2.863559371454599045e+00
4.250783380717654206e-08,-7.125621967735759426e+03,-2.864135192096471272e+00
4.254965971977577043e-08,-7.125622426578255727e+03,-2.864708750851575392e+00
4.259148563237499880e-08,-7.125622883620148968e+03,-2.865280058814692943e+00
4.263331154497422717e-08,-7.125623338870262160e+03,-2.865849127015863029e+00
4.267513745757346215e-08,-7.125623792337369196e+03,-2.866415966420845063e+00
4.271696337017269052e-08,-7.125624244030191221e+03,-2.866980587929952140e+00
4.275878928277191889e-08,-7.125624693957396630e+03,-2.867543002380395389e+00
4.280061519537114726e-08,-7.125625142127601976e+03,-2.868103220545809240e+00
4.284244110797037562e-08,-7.125625588549377426e+03,-2.868661253136369549e+00
4.288426702056961061e-08,-7.125626033231241308e+03,-2.869217110800345250e+00
4.292609293316883898e-08,-7.125626476181660109e+03,-2.869770804122423691e+00
4.296791884576806735e-08,-7.125626917409053931e+03,-2.870322343627825568e+00
4.300974475836729571e-08,-7.125627356921794672e+03,-2.870871739777730802e+00
4.305157067096652408e-08,-7.125627794728197841e+03,-2.871419002974764378e+00
4.309339658356575245e-08,-7.125628230836540752e+03,-2.871964143559957439e+00
4.313522249616498744e-08,-7.125628665255047963e+03,-2.872507171813218463e+00
4.317704840876421581e-08,-7.125629097991894014e+03,-2.873048097957050295e+00
4.321887432136344417e-08,-7.125629529055208877e+03,-2.873586932153126661e+00
4.326070023396267254e-08,-7.125629958453074323e+03,-2.874123684504199527e+00
4.330252614656190091e-08,-7.125630386193530285e+03,-2.874658365055314135e+00
4.334435205916113590e-08,-7.125630812284558488e+03,-2.875190983792778265e+00
4.338617797176036426e-08,-7.125631236734106096e+03,-2.875721550644744884e+00
4.342800388435959263e-08,-7.125631659550070253e+03,-2.876250075484111157e+00
4.346982979695882100e-08,-7.125632080740301717e+03,-2.876776568123970090e+00
4.351165570955804937e-08,-7.125632500312606680e+03,-2.877301038323010651e+00
4.355348162215727774e-08,-7.125632918274744952e+03,-2.877823495783293328e+00
4.359530753475651272e-08,-7.125633334634435414e+03,-2.878343950150156871e+00
4.363713344735574109e-08,-7.125633749399349654e+03,-2.878862411015083556e+00
4.367895935995496946e-08,-7.125634162577115603e+03,-2.879378887912270812e+00
4.372078527255419783e-08,-7.125634574175316629e+03,-2.879893390324007374e+00
4.376261118515342620e-08,-7.125634984201496081e+03,-2.880405927676243927e+00
4.380443709775266118e-08,-7.125635392663150014e+03,-2.880916509341317600e+00
4.384626301035188955e-08,-7.125635799567733557e+03,-2.881425144638897873e+00
4.388808892295111792e-08,-7.125636204922660909e+03,-2.881931842833723501e+00
4.392991483555034629e-08,-7.125636608735300797e+03,-2.882436613139805370e+00
4.397174074814957465e-08,-7.125637011012981020e+03,-2.882939464716809841e+00
4.401356666074880964e-08,-7.125637411762988449e+03,-2.883440406673359213e+00
4.405539257334803801e-08,-7.125637810992567211e+03,-2.883939448065076405e+00
4.409721848594726638e-08,-7.125638208708925049e+03,-2.884436597897634069e+00
4.413904439854649474e-08,-7.125638604919218778e+03,-2.884931865124570560e+00
4.418087031114572311e-08,-7.125638999630574290e+03,-2.885425258647893898e+00
4.422269622374495810e-08,-7.125639392850070180e+03,-2.885916787321389787e+00
4.426452213634418647e-08,-7.125639784584753215e+03,-2.886406459946501801e+00
4.430634804894341484e-08,-7.125640174841620137e+03,-2.886894285275351635e+00
4.434817396154264320e-08,-7.125640563627634947e+03,-2.887380272011914606e+00
4.438999987414187157e-08,-7.125640950949721628e+03,-2.887864428809498119e+00
4.443182578674109994e-08,-7.125641336814765054e+03,-2.888346764273136635e+00
4.447365169934033493e-08,-7.125641721229603718e+03,-2.888827286959008589e+00
4.451547761193956329e-08,-7.125642104201052462e+03,-2.889306005375996023e+00
4.455730352453879166e-08,-7.125642485735874288e+03,-2.889782927983687966e+00
4.459912943713802003e-08,-7.125642865840801278e+03,-2.890258063195865201e+00
4.464095534973724840e-08,-7.125643244522524583e+03,-2.890731419377830402e+00
4.468278126233648338e-08,-7.125643621787700795e+03,-2.891203004847687108e+00
4.472460717493571175e-08,-7.125643997642945578e+03,-2.891672827878345675e+00
4.476643308753494012e-08,-7.125644372094840037e+03,-2.892140896695056806e+00
4.480825900013416849e-08,-7.125644745149926166e+03,-2.892607219477378866e+00
4.485008491273339686e-08,-7.125645116814715038e+03,-2.893071804359250709e+00
4.489191082533262523e-08,-7.125645487095672252e+03,-2.893534659429636058e+00
4.493373673793186021e-08,-7.125645855999237028e+03,-2.893995792731141492e+00
4.497556265053108858e-08,-7.125646223531804935e+03,-2.894455212263589150e+00
4.501738856313031695e-08,-7.125646589699740616e+03,-2.894912925979619356e+00
4.505921447572954532e-08,-7.125646954509370516e+03,-2.895368941789559614e+00
4.510104038832877368e-08,-7.125647317966988339e+03,-2.895823267559463510e+00
4.514286630092800867e-08,-7.125647680078851408e+03,-2.896275911110881562e+00
4.518469221352723704e-08,-7.125648040851179758e+03,-2.896726880222868061e+00
4.522651812612646541e-08,-7.125648400290165227e+03,-2.897176182630770480e+00
4.526834403872569377e-08,-7.125648758401961459e+03,-2.897623826027305505e+00
4.531016995132492214e-08,-7.125649115192687532e+03,-2.898069818062788627e+00
4.535199586392415713e-08,-7.125649470668427966e+03,-2.898514166345207421e+00
4.539382177652338550e-08,-7.125649824835239087e+03,-2.898956878439640672e+00
4.543564768912261387e-08,-7.125650177699136293e+03,-2.899397961871064577e+00
4.547747360172184223e-08,-7.125650529266108606e+03,-2.899837424121383123e+00
4.551929951432107060e-08,-7.125650879542106850e+03,-2.900275272632661494e+00
4.556112542692030559e-08,-7.125651228533051835e+03,-2.900711514804663160e+00
4.560295133951953396e-08,-7.125651576244831631e+03,-2.901146157997624098e+00
4.564477725211876232e-08,-7.125651922683299745e+03,-2.901579209530606551e+00
4.568660316471799069e-08,-7.125652267854282400e+03,-2.902010676682901469e+00
4.572842907731721906e-08,-7.125652611763569439e+03,-2.902440566693668789e+00
4.577025498991644743e-08,-7.125652954416920693e+03,-2.902868886762504985e+00
4.581208090251568241e-08,-7.125653295820062340e+03,-2.903295644049741053e+00
4.585390681511491078e-08,-7.125653635978692364e+03,-2.903720845675962003e+00
4.589573272771413915e-08,-7.125653974898476918e+03,-2.904144498723845391e+00
4.593755864031336752e-08,-7.125654312585052139e+03,-2.904566610236114510e+00
4.597938455291259589e-08,-7.125654649044017788e+03,-2.904987187218706080e+00
4.602121046551183087e-08,-7.125654984280950885e+03,-2.905406236637710471e+00
4.606303637811105924e-08,-7.125655318301391162e+03,-2.905823765422810734e+00
4.610486229071028761e-08,-7.125655651110856525e+03,-2.906239780465322831e+00
4.614668820330951598e-08,-7.125655982714823949e+03,-2.906654288618264470e+00
4.618851411590874435e-08,-7.125656313118750404e+03,-2.907067296698927272e+00
4.623034002850797271e-08,-7.125656642328061025e+03,-2.907478811487277603e+00
4.627216594110720770e-08,-7.125656970348144569e+03,-2.907888839725658148e+00
4.631399185370643607e-08,-7.125657297184371600e+03,-2.908297388120301807e+00
4.635581776630566444e-08,-7.125657622842073579e+03,-2.908704463341859725e+00
4.639764367890489280e-08,-7.125657947326561043e+03,-2.909110072024696070e+00
4.643946959150412117e-08,-7.125658270643112701e+03,-2.909514220766229009e+00
4.648129550410335616e-08,-7.125658592796974517e+03,-2.909916916130124598e+00
4.652312141670258453e-08,-7.125658913793372449e+03,-2.910318164643169059e+00
4.656494732930181290e-08,-7.125659233637499710e+03,-2.910717972798005260e+00
4.660677324190104126e-08,-7.125659552334519503e+03,-2.911116347051120101e+00
4.664859915450026963e-08,-7.125659869889572292e+03,-2.911513293825701343e+00
4.669042506709950462e-08,-7.125660186307765798e+03,-2.911908819509739565e+00
4.673225097969873299e-08,-7.125660501594185007e+03,-2.912302930456697414e+00
4.677407689229796135e-08,-7.125660815753886709e+03,-2.912695632986677996e+00
4.681590280489718972e-08,-7.125661128791896772e+03,-2.913086933385614863e+00
4.685772871749641809e-08,-7.125661440713219235e+03,-2.913476837905136119e+00
4.689955463009565308e-08,-7.125661751522826307e+03,-2.913865352765078853e+00
4.694138054269488144e-08,-7.125662061225669277e+03,-2.914252484150075428e+00
4.698320645529410981e-08,-7.125662369826666691e+03,-2.914638238213286048e+00
4.702503236789333818e-08,-7.125662677330717088e+03,-2.915022621074307985e+00
4.706685828049256655e-08,-7.125662983742691722e+03,-2.915405638820251610e+00
4.710868419309179492e-08,-7.125663289067429105e+03,-2.915787297506415854e+00
4.715051010569102990e-08,-7.125663593309751377e+03,-2.916167603154578458e+00
4.719233601829025827e-08,-7.125663896474450667e+03,-2.916546561756105049e+00
4.723416193088948664e-08,-7.125664198566290906e+03,-2.916924179269420048e+00
4.727598784348871501e-08,-7.125664499590016021e+03,-2.917300461621469054e+00
4.731781375608794338e-08,-7.125664799550344469e+03,-2.917675414708541304e+00
4.735963966868717836e-08,-7.125665098451961967e+03,-2.918049044395188307e+00
4.740146558128640673e-08,-7.125665396299542408e+03,-2.918421356514529830e+00
4.744329149388563510e-08,-7.125665693097723306e+03,-2.918792356869759352e+00
4.748511740648486347e-08,-7.125665988851122165e+03,-2.919162051232548905e+00
