Rvals*1e9,0a1,0a1,0a1,0a1,0a1,0a1,0a1
1.741228624763877996e-08,-7.127294776373248169e+03,-7.124631430733114939e+03,-7.122965871979966323e+03,-3.657736836442031514e+00,-1.970261964667355148e+00,7.186389526181446996e-03,7.878623100767256915e-01
1.745411216023800832e-08,-7.127300197736039991e+03,-7.124635511275015233e+03,-7.122980725224850175e+03,-3.666484201893666750e+00,-1.975350023100714836e+00,-7.894011661841560112e-03,7.680021654528479402e-01
1.749593807283723669e-08,-7.127305586365549971e+03,-7.124639541308602020e+03,-7.122995429528782552e+03,-3.675254548348349193e+00,-1.980291650449274687e+00,-2.282223324348464644e-02,7.483318485550665145e-01
1.753776398543646506e-08,-7.127310942349355173e+03,-7.124643521685820815e+03,-7.123009986711734200e+03,-3.684045289233959686e+00,-1.985090756478927743e+00,-3.760022804689056031e-02,7.288490957053879171e-01
1.757958989803569343e-08,-7.127316265778877096e+03,-7.124647453242053416e+03,-7.123024398567156823e+03,-3.692853901694730823e+00,-1.989751171242197803e+00,-5.222991827267842169e-02,7.095516755647812701e-01
1.762141581063492180e-08,-7.127321556749209776e+03,-7.124651336796460782e+03,-7.123038666862423270e+03,-3.701677927283320013e+00,-1.994276644636471696e+00,-6.671319606782066813e-02,6.904373885908134945e-01
1.766324172323415678e-08,-7.127326815358998829e+03,-7.124655173152321368e+03,-7.123052793339285017e+03,-3.710514972411103063e+00,-1.998670846113244970e+00,-8.105192406205263822e-02,6.715040665118943153e-01
1.770506763583338515e-08,-7.127332041710284102e+03,-7.124658963097379456e+03,-7.123066779714294171e+03,-3.719362708679463836e+00,-2.002937364576747203e+00,-9.524793592915958840e-02,6.527495718112938938e-01
1.774689354843261352e-08,-7.127337235908395087e+03,-7.124662707404142566e+03,-7.123080627679220015e+03,-3.728218873022075552e+00,-2.007079708424159392e+00,-1.093030369123368928e-01,6.341717972211591281e-01
1.778871946103184189e-08,-7.127342398061804488e+03,-7.124666406830231608e+03,-7.123094338901471929e+03,-3.737081267683739494e+00,-2.011101305757757363e+00,-1.232190043324310480e-01,6.157686652159672924e-01
1.783054537363107026e-08,-7.127347528282005442e+03,-7.124670062118666465e+03,-7.123107915024498652e+03,-3.745947760086000944e+00,-2.015005504730464470e+00,-1.369975881085987446e-01,5.975381275310414075e-01
1.787237128623030524e-08,-7.127352626683384187e+03,-7.124673673998193408e+03,-7.123121357668165729e+03,-3.754816282531945770e+00,-2.018795574007969940e+00,-1.506405112602413610e-01,5.794781646792523944e-01
1.791419719882953361e-08,-7.127357693383103651e+03,-7.124677243183568862e+03,-7.123134668429184785e+03,-3.763684831816274112e+00,-2.022474703372277638e+00,-1.641494703881010153e-01,5.615867854842639950e-01
1.795602311142876198e-08,-7.127362728500992489e+03,-7.124680770375856810e+03,-7.123147848881455502e+03,-3.772551468694976151e+00,-2.026046004415231749e+00,-1.775261361458015941e-01,5.438620266087839106e-01
1.799784902402799035e-08,-7.127367732159425032e+03,-7.124684256262716190e+03,-7.123160900576485801e+03,-3.781414317265367586e+00,-2.029512511345517023e+00,-1.907721537360611563e-01,5.263019521113152521e-01
1.803967493662721871e-08,-7.127372704483198504e+03,-7.124687701518681024e+03,-7.123173825043692887e+03,-3.790271564276314731e+00,-2.032877181875984096e+00,-2.038891433275837883e-01,5.089046529994920576e-01
1.808150084922645370e-08,-7.127377645599448442e+03,-7.124691106805437812e+03,-7.123186623790860722e+03,-3.799121458302018528e+00,-2.036142898199049700e+00,-2.168787005381953570e-01,4.916682467847066640e-01
1.812332676182568207e-08,-7.127382555637530459e+03,-7.124694472772089284e+03,-7.123199298304402873e+03,-3.807962308893640291e+00,-2.039312468033761316e+00,-2.297423968650287307e-01,4.745908770644513552e-01
1.816515267442491044e-08,-7.127387434728917469e+03,-7.124697800055422704e+03,-7.123211850049770874e+03,-3.816792485634765253e+00,-2.042388625733188690e+00,-2.424817801065306533e-01,4.576707130940045332e-01
1.820697858702413880e-08,-7.127392283007099650e+03,-7.124701089280161796e+03,-7.123224280471764359e+03,-3.825610417138021191e+00,-2.045374033456806906e+00,-2.550983747916415467e-01,4.409059493759603932e-01
1.824880449962336717e-08,-7.127397100607490756e+03,-7.124704341059210492e+03,-7.123236590994883954e+03,-3.834414590012937829e+00,-2.048271282388260950e+00,-2.675936826039539973e-01,4.242948052573187745e-01
1.829063041222259554e-08,-7.127401887667327173e+03,-7.124707555993923052e+03,-7.123248783023648684e+03,-3.843203547752883864e+00,-2.051082893998187551e+00,-2.799691827710835135e-01,4.078355245234051019e-01
1.833245632482183053e-08,-7.127406644325587877e+03,-7.124710734674326886e+03,-7.123260857942943403e+03,-3.851975889617002657e+00,-2.053811321324404915e+00,-2.922263324587053290e-01,3.915263750176660729e-01
1.837428223742105890e-08,-7.127411370722894389e+03,-7.124713877679353573e+03,-7.123272817118301646e+03,-3.860730269452047558e+00,-2.056458950318736711e+00,-3.043665671790898308e-01,3.753656482487359725e-01
1.841610815002028726e-08,-7.127416067001425290e+03,-7.124716985577088053e+03,-7.123284661896257603e+03,-3.869465394523037727e+00,-2.059028101190955695e+00,-3.163913011522159202e-01,3.593516590182455062e-01
1.845793406261951563e-08,-7.127420733304829810e+03,-7.124720058924979639e+03,-7.123296393604599871e+03,-3.878180024278947258e+00,-2.061521029783659031e+00,-3.283019276959970867e-01,3.434827450531883208e-01
1.849975997521874400e-08,-7.127425369778163258e+03,-7.124723098270064838e+03,-7.123308013552748889e+03,-3.886872969132302735e+00,-2.063939928938606450e+00,-3.400998195758102582e-01,3.277572666383528066e-01
1.854158588781797899e-08,-7.127429976567782433e+03,-7.124726104149183811e+03,-7.123319523031965218e+03,-3.895543089233415301e+00,-2.066286929914397330e+00,-3.517863293733451968e-01,3.121736062572777470e-01
1.858341180041720735e-08,-7.127434553821278314e+03,-7.124729077089196835e+03,-7.123330923315706968e+03,-3.904189293185359233e+00,-2.068564103778477214e+00,-3.633627898472506779e-01,2.967301682528433737e-01
1.862523771301643572e-08,-7.127439101687414222e+03,-7.124732017607182570e+03,-7.123342215659875365e+03,-3.912810536831275776e+00,-2.070773462794837094e+00,-3.748305142432797332e-01,2.814253784714959572e-01
1.866706362561566409e-08,-7.127443620316025772e+03,-7.124734926210645426e+03,-7.123353401303122155e+03,-3.921405821988761531e+00,-2.072916961851029249e+00,-3.861907966703745920e-01,2.662576839345551782e-01
1.870888953821489246e-08,-7.127448109857973577e+03,-7.124737803397709285e+03,-7.123364481467111545e+03,-3.929974195186590080e+00,-2.074996499826580187e+00,-3.974449124070607020e-01,2.512255524992701439e-01
1.875071545081412744e-08,-7.127452570465065946e+03,-7.124740649657319409e+03,-7.123375457356777588e+03,-3.938514746440457959e+00,-2.077013920999106311e+00,-4.085941182458969756e-01,2.363274725380670738e-01
1.879254136341335581e-08,-7.127457002289987940e+03,-7.124743465469414332e+03,-7.123386330160619764e+03,-3.947026608016506621e+00,-2.078971016412466177e+00,-4.196396527808889942e-01,2.215619526168235431e-01
1.883436727601258418e-08,-7.127461405486244075e+03,-7.124746251305125043e+03,-7.123397101050928541e+03,-3.955508953195323585e+00,-2.080869525239839923e+00,-4.305827367492276458e-01,2.069275211821657301e-01
1.887619318861181255e-08,-7.127465780208093747e+03,-7.124749007626957791e+03,-7.123407771184070043e+03,-3.963960995073720461e+00,-2.082711136137943342e+00,-4.414245733210298006e-01,1.924227262495876722e-01
1.891801910121104092e-08,-7.127470126610487569e+03,-7.124751734888959618e+03,-7.123418341700722522e+03,-3.972381985358265144e+00,-2.084497488577229607e+00,-4.521663484020668200e-01,1.780461351045272700e-01
1.895984501381026929e-08,-7.127474444849006431e+03,-7.124754433536888428e+03,-7.123428813726130102e+03,-3.980771213201635739e+00,-2.086230174161331163e+00,-4.628092309257088033e-01,1.637963340010943902e-01
1.900167092640950427e-08,-7.127478735079810576e+03,-7.124757104008404895e+03,-7.123439188370326519e+03,-3.989128004011891271e+00,-2.087910737915096959e+00,-4.733543731466554050e-01,1.496719278711262646e-01
1.904349683900873264e-08,-7.127482997459592298e+03,-7.124759746733212523e+03,-7.123449466728416155e+03,-3.997451718347266869e+00,-2.089540679556723290e+00,-4.838029109099415415e-01,1.356715400359123080e-01
1.908532275160796101e-08,-7.127487232145486814e+03,-7.124762362133233182e+03,-7.123459649880750476e+03,-4.005741750768450515e+00,-2.091121454759031106e+00,-4.941559639436281515e-01,1.217938119252677254e-01
1.912714866420718938e-08,-7.127491439295073178e+03,-7.124764950622758988e+03,-7.123469738893206340e+03,-4.013997528736751086e+00,-2.092654476375205075e+00,-5.044146361180565918e-01,1.080374027966684025e-01
1.916897457680641774e-08,-7.127495619066279687e+03,-7.124767512608617835e+03,-7.123479734817387907e+03,-4.022218511551496789e+00,-2.094141115639430062e+00,-5.145800157135718145e-01,9.440098947069230917e-02
1.921080048940565273e-08,-7.127499771617357510e+03,-7.124770048490307090e+03,-7.123489638690855827e+03,-4.030404189283927963e+00,-2.095582703352582232e+00,-5.246531756924026624e-01,8.088326605104434464e-02
1.925262640200488110e-08,-7.127503897106833392e+03,-7.124772558660156392e+03,-7.123499451537340065e+03,-4.038554081743108704e+00,-2.096980531030549155e+00,-5.346351739342276588e-01,6.748294367157692264e-02
1.929445231460410947e-08,-7.127507995693440535e+03,-7.124775043503464985e+03,-7.123509174366955449e+03,-4.046667737466367321e+00,-2.098335852057031214e+00,-5.445270535054729244e-01,5.419875023497189304e-02
1.933627822720333783e-08,-7.127512067536112227e+03,-7.124777503398651788e+03,-7.123518808176420862e+03,-4.054744732739427704e+00,-2.099649882760291408e+00,-5.543298429004042127e-01,4.102943015726845388e-02
1.937810413980256620e-08,-7.127516112793916363e+03,-7.124779938717377263e+03,-7.123528353949252960e+03,-4.062784670623945438e+00,-2.100923803510427401e+00,-5.640445562712255168e-01,2.797374411740927158e-02
1.941993005240180119e-08,-7.127520131626009970e+03,-7.124782349824698031e+03,-7.123537812655978996e+03,-4.070787180028139218e+00,-2.102158759778895991e+00,-5.736721936815745160e-01,1.503046881404124235e-02
1.946175596500102956e-08,-7.127524124191612827e+03,-7.124784737079187835e+03,-7.123547185254338729e+03,-4.078751914789078725e+00,-2.103355863149051874e+00,-5.832137413259723679e-01,2.198396722174145168e-03
1.950358187760025793e-08,-7.127528090649968362e+03,-7.124787100833073964e+03,-7.123556472689461771e+03,-4.086678552781657814e+00,-2.104516192334919822e+00,-5.926701717686135851e-01,-1.052366413970196035e-02
1.954540779019948629e-08,-7.127532031160298175e+03,-7.124789441432341846e+03,-7.123565675894082233e+03,-4.094566795067200005e+00,-2.105640794151529605e+00,-6.020424441518832381e-01,-2.313689044776623405e-02
1.958723370279871466e-08,-7.127535945881761108e+03,-7.124791759216903301e+03,-7.123574795788710617e+03,-4.102416365027642620e+00,-2.106730684474762416e+00,-6.113315044304838963e-01,-3.564244379746694946e-02
1.962905961539794303e-08,-7.127539834973447796e+03,-7.124794054520678401e+03,-7.123583833281855732e+03,-4.110227007564071222e+00,-2.107786849149018593e+00,-6.205382855849763679e-01,-4.804147093332566953e-02
1.967088552799717802e-08,-7.127543698594316993e+03,-7.124796327671720974e+03,-7.123592789270152934e+03,-4.117998488302013982e+00,-2.108810244921854427e+00,-6.296637078140414623e-01,-6.033510396567498546e-02
1.971271144059640638e-08,-7.127547536903168293e+03,-7.124798578992355942e+03,-7.123601664638579678e+03,-4.125730592815373576e+00,-2.109801800289720752e+00,-6.387086787679758793e-01,-7.252446059061146144e-02
1.975453735319563475e-08,-7.127551350058624848e+03,-7.124800808799263905e+03,-7.123610460260635591e+03,-4.133423125872292658e+00,-2.110762416371174233e+00,-6.476740937376961327e-01,-8.461064430345199838e-02
1.979636326579486312e-08,-7.127555138219093351e+03,-7.124803017403616650e+03,-7.123619176998493458e+03,-4.141075910720614317e+00,-2.111692967727373915e+00,-6.565608358471970440e-01,-9.659474460595651735e-02
1.983818917839409149e-08,-7.127558901542741296e+03,-7.124805205111169016e+03,-7.123627815703192937e+03,-4.148688788379326198e+00,-2.112594303170645560e+00,-6.653697762697401430e-01,-1.084778372191141926e-01
1.988001509099332647e-08,-7.127562640187454235e+03,-7.124807372222373488e+03,-7.123636377214796994e+03,-4.156261616952321880e+00,-2.113467246553077494e+00,-6.741017744001123191e-01,-1.202609842835737908e-01
1.992184100359255484e-08,-7.127566354310839415e+03,-7.124809519032481148e+03,-7.123644862362548338e+03,-4.163794270968534939e+00,-2.114312597522885806e+00,-6.827576780554593938e-01,-1.319452345536054061e-01
1.996366691619178321e-08,-7.127570044070163931e+03,-7.124811645831649003e+03,-7.123653271965060412e+03,-4.171286640750592412e+00,-2.115131132255973156e+00,-6.913383236503127804e-01,-1.435316236024473113e-01
2.000549282879101158e-08,-7.127573709622349270e+03,-7.124813752905020010e+03,-7.123661606830426535e+03,-4.178738631781445001e+00,-2.115923604182829543e+00,-6.998445363926713014e-01,-1.550211740093345725e-01
2.004731874139023995e-08,-7.127577351123959488e+03,-7.124815840532856782e+03,-7.123669867756450913e+03,-4.186150164104540217e+00,-2.116690744683642489e+00,-7.082771304442765370e-01,-1.664148955553770293e-01
2.008914465398947493e-08,-7.127580968731148459e+03,-7.124817908990593423e+03,-7.123678055530732308e+03,-4.193521171759445387e+00,-2.117433263758932593e+00,-7.166369091133169000e-01,-1.777137854002255324e-01
2.013097056658870330e-08,-7.127584562599659876e+03,-7.124819958548970135e+03,-7.123686170930855042e+03,-4.200851602199072055e+00,-2.118151850681967652e+00,-7.249246650064611330e-01,-1.889188282760110305e-01
2.017279647918793167e-08,-7.127588132884807237e+03,-7.124821989474093243e+03,-7.123694214724525409e+03,-4.208141415762510995e+00,-2.118847174645837494e+00,-7.331411802136460487e-01,-2.000309966606312884e-01
2.021462239178716004e-08,-7.127591679741430198e+03,-7.124824002027534334e+03,-7.123702187669709019e+03,-4.215390585146825408e+00,-2.119519885355117150e+00,-7.412872264689820412e-01,-2.110512509644246748e-01
2.025644830438638841e-08,-7.127595203323912756e+03,-7.124825996466431206e+03,-7.123710090514812691e+03,-4.222599094893587868e+00,-2.120170613655389946e+00,-7.493635653155252818e-01,-2.219805396909295681e-01
2.029827421698561677e-08,-7.127598703786124133e+03,-7.124827973043543352e+03,-7.123717923998769038e+03,-4.229766940891054539e+00,-2.120799972086576002e+00,-7.573709482535539994e-01,-2.328197996213292598e-01
2.034010012958485176e-08,-7.127602181281431513e+03,-7.124829932007370189e+03,-7.123725688851236555e+03,-4.236894129933832964e+00,-2.121408555452404698e+00,-7.653101169148130989e-01,-2.435699559768722544e-01
2.038192604218408013e-08,-7.127605635962670931e+03,-7.124831873602203814e+03,-7.123733385792671470e+03,-4.243980679218188001e+00,-2.121996941364886702e+00,-7.731818031967869764e-01,-2.542319225850380171e-01
2.042375195478330850e-08,-7.127609067982130000e+03,-7.124833798068233591e+03,-7.123741015534538747e+03,-4.251026615939667685e+00,-2.122565690762003854e+00,-7.809867294264063453e-01,-2.648066020475949855e-01
2.046557786738253686e-08,-7.127612477491531536e+03,-7.124835705641596178e+03,-7.123748578779373929e+03,-4.258031976845202848e+00,-2.123115348435667737e+00,-7.887256085120455396e-01,-2.752948858955615030e-01
2.050740377998176523e-08,-7.127615864642026281e+03,-7.124837596554487391e+03,-7.123756076220954128e+03,-4.264996807828382863e+00,-2.123646443511399973e+00,-7.963991440807509647e-01,-2.856976547514773479e-01
2.054922969258100022e-08,-7.127619229584171990e+03,-7.124839471035200404e+03,-7.123763508544421711e+03,-4.271921163526123166e+00,-2.124159489931966682e+00,-8.040080306192816106e-01,-2.960157784815833359e-01
2.059105560518022859e-08,-7.127622572467917962e+03,-7.124841329308223976e+03,-7.123770876426374343e+03,-4.278805106955404725e+00,-2.124654986912565047e+00,-8.115529536200059013e-01,-3.062501163518063230e-01
2.063288151777945696e-08,-7.127625893442602319e+03,-7.124843171594307933e+03,-7.123778180535063257e+03,-4.285648709100140508e+00,-2.125133419415045299e+00,-8.190345897245874252e-01,-3.164015171788672198e-01
2.067470743037868532e-08,-7.127629192656926534e+03,-7.124844998110545021e+03,-7.123785421530454187e+03,-4.292452048611157700e+00,-2.125595258546489674e+00,-8.264536068374572775e-01,-3.264708194716381406e-01
2.071653334297791369e-08,-7.127632470258951798e+03,-7.124846809070400923e+03,-7.123792600064327416e+03,-4.299215211409782356e+00,-2.126040962013555191e+00,-8.338106642936258250e-01,-3.364588515861592910e-01
2.075835925557714868e-08,-7.127635726396086284e+03,-7.124848604683827034e+03,-7.123799716780496965e+03,-4.305938290388988676e+00,-2.126470974509704792e+00,-8.411064129540408718e-01,-3.463664318639994022e-01
2.080018516817637705e-08,-7.127638961215075142e+03,-7.124850385157306846e+03,-7.123806772314808768e+03,-4.312621385082168857e+00,-2.126885728123606878e+00,-8.483414953615719956e-01,-3.561943687712640916e-01
2.084201108077560541e-08,-7.127642174861986859e+03,-7.124852150693923249e+03,-7.123813767295345315e+03,-4.319264601346542776e+00,-2.127285642710084357e+00,-8.555165458424107694e-01,-3.659434610410339239e-01
2.088383699337483378e-08,-7.127645367482207803e+03,-7.124853901493404919e+03,-7.123820702342471122e+03,-4.325868051095344669e+00,-2.127671126266469148e+00,-8.626321906573699572e-01,-3.756144978118358679e-01
2.092566290597406215e-08,-7.127648539220434031e+03,-7.124855637752222719e+03,-7.123827578068995535e+03,-4.332431851960675928e+00,-2.128042575298206174e+00,-8.696890481032650833e-01,-3.852082587531966418e-01
2.096748881857329052e-08,-7.127651690220654928e+03,-7.124857359663623356e+03,-7.123834395080250033e+03,-4.338956127069563351e+00,-2.128400375147292412e+00,-8.766877286357612764e-01,-3.947255142077255030e-01
2.100931473117252550e-08,-7.127654820626145920e+03,-7.124859067417690312e+03,-7.123841153974200097e+03,-4.345441004753080705e+00,-2.128744900351120073e+00,-8.836288350009704473e-01,-4.041670253171085747e-01
2.105114064377175387e-08,-7.127657930579481217e+03,-7.124860761201421155e+03,-7.123847855341557079e+03,-4.351886618282639674e+00,-2.129076514948908816e+00,-8.905129623282552753e-01,-4.135335441485188390e-01
2.109296655637098224e-08,-7.127661020222496518e+03,-7.124862441198764827e+03,-7.123854499765884611e+03,-4.358293105634078124e+00,-2.129395572815991677e+00,-8.973406982626925821e-01,-4.228258138218348172e-01
2.113479246897021061e-08,-7.127664089696304472e+03,-7.124864107590685308e+03,-7.123861087823697744e+03,-4.364660609257652979e+00,-2.129702417943220905e+00,-9.041126230671654440e-01,-4.320445686339731139e-01
2.117661838156943898e-08,-7.127667139141268308e+03,-7.124865760555208908e+03,-7.123867620084539340e+03,-4.370989275827325216e+00,-2.129997384759988677e+00,-9.108293097422341944e-01,-4.411905341831854344e-01
2.121844429416867396e-08,-7.127670168697022746e+03,-7.124867400267496123e+03,-7.123874097111122865e+03,-4.377279256039296129e+00,-2.130280798407901521e+00,-9.174913241135349562e-01,-4.502644274858966789e-01
2.126027020676790233e-08,-7.127673178502437622e+03,-7.124869026899878008e+03,-7.123880519459398784e+03,-4.383530704392311073e+00,-2.130552975015841621e+00,-9.240992249655899382e-01,-4.592669570945120405e-01
2.130209611936713070e-08,-7.127676168695643355e+03,-7.124870640621899838e+03,-7.123886887678654602e+03,-4.389743778988798084e+00,-2.130814221960379840e+00,-9.306535641161342021e-01,-4.681988232146228057e-01
2.134392203196635907e-08,-7.127679139414002748e+03,-7.124872241600401139e+03,-7.123893202311612185e+03,-4.395918641313124375e+00,-2.131064838154188124e+00,-9.371548865399048633e-01,-4.770607178227010969e-01
2.138574794456558744e-08,-7.127682090794117357e+03,-7.124873829999536611e+03,-7.123899463894526889e+03,-4.402055456086136687e+00,-2.131305114268043255e+00,-9.436037304784543611e-01,-4.858533247757979012e-01
2.142757385716482242e-08,-7.127685022971811122e+03,-7.124875405980836149e+03,-7.123905672957255774e+03,-4.408154391049521337e+00,-2.131535332989728637e+00,-9.500006274904815307e-01,-4.945773199203991055e-01
2.146939976976405079e-08,-7.127687936082158558e+03,-7.124876969703248506e+03,-7.123911830023381299e+03,-4.414215616795949870e+00,-2.131755769254396249e+00,-9.563461026127595410e-01,-5.032333712067149634e-01
2.151122568236327916e-08,-7.127690830259435643e+03,-7.124878521323197674e+03,-7.123917935610264976e+03,-4.420239306609396124e+00,-2.131966690473737991e+00,-9.626406744039701646e-01,-5.118221387933155064e-01
2.155305159496250753e-08,-7.127693705637148014e+03,-7.124880060994607447e+03,-7.123923990229161063e+03,-4.426225636296223342e+00,-2.132168356761896977e+00,-9.688848550782780400e-01,-5.203442751527034282e-01
2.159487750756173589e-08,-7.127696562348030966e+03,-7.124881588868970539e+03,-7.123929994385278405e+03,-4.432174784036409854e+00,-2.132361021146397029e+00,-9.750791505585090224e-01,-5.288004251762861152e-01
2.163670342016096426e-08,-7.127699400524013981e+03,-7.124883105095376777e+03,-7.123935948577891395e+03,-4.438086930213782644e+00,-2.132544929772634212e+00,-9.812240606055542269e-01,-5.371912262784279690e-01
2.167852933276019925e-08,-7.127702220296269843e+03,-7.124884609820548576e+03,-7.123941853300398179e+03,-4.443962257294338691e+00,-2.132720322109321387e+00,-9.873200788779024073e-01,-5.455173084925224458e-01
2.172035524535942762e-08,-7.127705021795158245e+03,-7.124886103188915513e+03,-7.123947709040413429e+03,-4.449800949683740292e+00,-2.132887431134761425e+00,-9.933676930369488289e-01,-5.537792945788249099e-01
2.176218115795865599e-08,-7.127707805150253989e+03,-7.124887585342610691e+03,-7.123953516279849282e+03,-4.455603193581384680e+00,-2.133046483548531658e+00,-9.993673848283350925e-01,-5.619778001144983826e-01
2.180400707055788435e-08,-7.127710570490350619e+03,-7.124889056421542591e+03,-7.123959275494979920e+03,-4.461369176865889408e+00,-2.133197699920468704e+00,-1.005319630157931021e+00,-5.701134335916768769e-01
2.184583298315711272e-08,-7.127713317943436778e+03,-7.124890516563431447e+03,-7.123964987156549796e+03,-4.467099088956864250e+00,-2.133341294895998441e+00,-1.011224899193348792e+00,-5.781867965167903911e-01
2.188765889575634771e-08,-7.127716047636721669e+03,-7.124891965903828350e+03,-7.123970651729813653e+03,-4.472793120715344628e+00,-2.133477477358379115e+00,-1.017083656432899774e+00,-5.861984835016413875e-01
2.192948480835557608e-08,-7.127718759696605957e+03,-7.124893404576178000e+03,-7.123976269674632022e+03,-4.478451464310493790e+00,-2.133606450584546899e+00,-1.022896360787132419e+00,-5.941490823518349451e-01
2.197131072095480444e-08,-7.127721454248707232e+03,-7.124894832711840536e+03,-7.123981841445565806e+03,-4.484074313127087485e+00,-2.133728412422611243e+00,-1.028663465663923082e+00,-6.020391741623560833e-01
2.201313663355403281e-08,-7.127724131417838180e+03,-7.124896250440123367e+03,-7.123987367491875375e+03,-4.489661861645775076e+00,-2.133843555437125339e+00,-1.034385419043349463e+00,-6.098693334045668379e-01
2.205496254615326118e-08,-7.127726791328016589e+03,-7.124897657888333924e+03,-7.123992848257691548e+03,-4.495214305366562080e+00,-2.133952067061056113e+00,-1.040062663547113297e+00,-6.176401280164625085e-01
2.209678845875249617e-08,-7.127729434102477171e+03,-7.124899055181801486e+03,-7.123998284182002863e+03,-4.500731840675801010e+00,-2.134054129755830864e+00,-1.045695636535519668e+00,-6.253521194827844631e-01
2.213861437135172453e-08,-7.127732059863646100e+03,-7.124900442443923566e+03,-7.124003675698780171e+03,-4.506214664771468037e+00,-2.134149921124306459e+00,-1.051284770159135462e+00,-6.330058629324510910e-01
2.218044028395095290e-08,-7.127734668733159197e+03,-7.124901819796172276e+03,-7.124009023237013025e+03,-4.511662975597710457e+00,-2.134239614080874592e+00,-1.056830491440148512e+00,-6.406019072093549482e-01
2.222226619655018127e-08,-7.127737260831861931e+03,-7.124903187358158902e+03,-7.124014327220786981e+03,-4.517076971711768252e+00,-2.134323376961194896e+00,-1.062333222339845396e+00,-6.481407949599207186e-01
2.226409210914940964e-08,-7.127739836279802148e+03,-7.124904545247655733e+03,-7.124019588069356359e+03,-4.522456852246386383e+00,-2.134401373669765789e+00,-1.067793379851178059e+00,-6.556230627221317775e-01
2.230591802174863801e-08,-7.127742395196232792e+03,-7.124905893580627890e+03,-7.124024806197204271e+03,-4.527802816790687856e+00,-2.134473763789059397e+00,-1.073211376036606879e+00,-6.630492409949169108e-01
2.234774393434787299e-08,-7.127744937699626462e+03,-7.124907232471244242e+03,-7.124029982014089001e+03,-4.533115065351973172e+00,-2.134540702705467474e+00,-1.078587618112939017e+00,-6.704198543200492466e-01
2.238956984694710136e-08,-7.127747463907649944e+03,-7.124908562031937436e+03,-7.124035115925144055e+03,-4.538393798266293189e+00,-2.134602341735541753e+00,-1.083922508530378526e+00,-6.777354213650768067e-01
2.243139575954632973e-08,-7.127749973937197865e+03,-7.124909882373419350e+03,-7.124040208330919995e+03,-4.543639216118718238e+00,-2.134658828228871652e+00,-1.089216445007483269e+00,-6.849964549951383930e-01
2.247322167214555810e-08,-7.127752467904363584e+03,-7.124911193604720211e+03,-7.124045259627439918e+03,-4.548851519685252143e+00,-2.134710305692530952e+00,-1.094469820625697309e+00,-6.922034623477051341e-01
2.251504758474478647e-08,-7.127754945924465574e+03,-7.124912495833197681e+03,-7.124050270206259484e+03,-4.554030909884627221e+00,-2.134756913881524554e+00,-1.099683023882928934e+00,-6.993569449156189499e-01
2.255687349734402145e-08,-7.127757408112032863e+03,-7.124913789164584159e+03,-7.124055240454549676e+03,-4.559177587693011624e+00,-2.134798788912716905e+00,-1.104856438746161018e+00,-7.064573986057944843e-01
2.259869940994324982e-08,-7.127759854580817773e+03,-7.124915073703001326e+03,-7.124060170755114996e+03,-4.564291754096264420e+00,-2.134836063368133807e+00,-1.109990444738532478e+00,-7.135053138272113848e-01
2.264052532254247819e-08,-7.127762285443782275e+03,-7.124916349550995619e+03,-7.124065061486519880e+03,-4.569373610038580225e+00,-2.134868866380378982e+00,-1.115085416972464438e+00,-7.205011755491588232e-01
2.268235123514170656e-08,-7.127764700813127092e+03,-7.124917616809565516e+03,-7.124069913023042318e+03,-4.574423356360849624e+00,-2.134897323754342491e+00,-1.120141726238105928e+00,-7.274454633828906225e-01
2.272417714774093492e-08,-7.127767100800261687e+03,-7.124918875578186999e+03,-7.124074725734836647e+03,-4.579441193748591488e+00,-2.134921558022886412e+00,-1.125159739022629557e+00,-7.343386516380836504e-01
2.276600306034016991e-08,-7.127769485515833367e+03,-7.124920125954828109e+03,-7.124079499987911731e+03,-4.584427322687409934e+00,-2.134941688565522355e+00,-1.130139817623903253e+00,-7.411812094018825903e-01
2.280782897293939828e-08,-7.127771855069715457e+03,-7.124921368035984415e+03,-7.124084236144234637e+03,-4.589381943417899734e+00,-2.134957831679550111e+00,-1.135082320156127977e+00,-7.479736006036867835e-01
2.284965488553862665e-08,-7.127774209571011852e+03,-7.124922601916700842e+03,-7.124088934561737005e+03,-4.594305255886161454e+00,-2.134970100673405646e+00,-1.139987600635663734e+00,-7.547162840732291045e-01
2.289148079813785502e-08,-7.127776549128068837e+03,-7.124923827690602593e+03,-7.124093595594421458e+03,-4.599197459699119861e+00,-2.134978605937672302e+00,-1.144856009029024735e+00,-7.614097136152242484e-01
2.293330671073708338e-08,-7.127778873848456897e+03,-7.124925045449906975e+03,-7.124098219592368878e+03,-4.604058754088651284e+00,-2.134983455041229217e+00,-1.149687891304389753e+00,-7.680543380721331914e-01
2.297513262333631175e-08,-7.127781183839000732e+03,-7.124926255285454317e+03,-7.124102806901810254e+03,-4.608889337873757874e+00,-2.134984752784651718e+00,-1.154483589489915252e+00,-7.746506013833616144e-01
2.301695853593554674e-08,-7.127783479205755611e+03,-7.124927457286732533e+03,-7.124107357865168524e+03,-4.613689409410517861e+00,-2.134982601301953498e+00,-1.159243441722078494e+00,-7.811989426496555033e-01
2.305878444853477511e-08,-7.127785760054041020e+03,-7.124928651541888939e+03,-7.124111872821127690e+03,-4.618459166575078712e+00,-2.134977100103964354e+00,-1.163967782311535748e+00,-7.876997961952525440e-01
