R_values,HFavg
5.421063924794054178e-08,1.535548762362985535e-02
5.441722494579969753e-08,1.518272122042213512e-02
5.462381064365885989e-08,1.501261129577869877e-02
5.483039634151801563e-08,1.484510548707981652e-02
5.503698203937718461e-08,1.468015270018710808e-02
5.524356773723634035e-08,1.451770307289836255e-02
5.545015343509549609e-08,1.435770793950993419e-02
5.565673913295465184e-08,1.420011979669484267e-02
5.586332483081382081e-08,1.404489227037798021e-02
5.606991052867297656e-08,1.389198008374208787e-02
5.627649622653213230e-08,1.374133902639591148e-02
5.648308192439128804e-08,1.359292592440902205e-02
5.668966762225045702e-08,1.344669861133129286e-02
5.689625332010961276e-08,1.330261590034819384e-02
5.710283901796876850e-08,1.316063755707310573e-02
5.730942471582792425e-08,1.302072427330636627e-02
5.751601041368709323e-08,1.288283764176513871e-02
5.772259611154624897e-08,1.274694013142902045e-02
5.792918180940540471e-08,1.261299506373318551e-02
5.813576750726456045e-08,1.248096658963058180e-02
5.834235320512372943e-08,1.235081966712169889e-02
5.854893890298288517e-08,1.222252003977532427e-02
5.875552460084204092e-08,1.209603421569429085e-02
5.896211029870119666e-08,1.197132944726069480e-02
5.916869599656036564e-08,1.184837371143489249e-02
5.937528169441952138e-08,1.172713569066588350e-02
5.958186739227867712e-08,1.160758475447134022e-02
5.978845309013782625e-08,1.148969094145555619e-02
5.999503878799699523e-08,1.137342494198862602e-02
6.020162448585615097e-08,1.125875808126322423e-02
6.040821018371530671e-08,1.114566230302072893e-02
6.061479588157446245e-08,1.103411015366334395e-02
6.082138157943363143e-08,1.092407476687791597e-02
6.102796727729278718e-08,1.081552984867846165e-02
6.123455297515194292e-08,1.070844966294586323e-02
6.144113867301109866e-08,1.060280901735495725e-02
6.164772437087026764e-08,1.049858324972875734e-02
6.185431006872942338e-08,1.039574821474296105e-02
6.206089576658857912e-08,1.029428027112872998e-02
6.226748146444773487e-08,1.019415626908489261e-02
6.247406716230690384e-08,1.009535353822684639e-02
6.268065286016605959e-08,9.997849875744915446e-03
6.288723855802521533e-08,9.901623534967964047e-03
6.309382425588437107e-08,9.806653214209291175e-03
6.330040995374354005e-08,9.712918046030877967e-03
6.350699565160269579e-08,9.620397586655532463e-03
6.371358134946185154e-08,9.529071805770433085e-03
6.392016704732100728e-08,9.438921076649018152e-03
6.412675274518017626e-08,9.349926166434536015e-03
6.433333844303933200e-08,9.262068226781695890e-03
6.453992414089848774e-08,9.175328784778889399e-03
6.474650983875764349e-08,9.089689734000450452e-03
6.495309553661681246e-08,9.005133325941576047e-03
6.515968123447596821e-08,8.921642161621329628e-03
6.536626693233512395e-08,8.839199183359463738e-03
6.557285263019427969e-08,8.757787666907259835e-03
6.577943832805344867e-08,8.677391213653849397e-03
6.598602402591260441e-08,8.597993743152511706e-03
6.619260972377176015e-08,8.519579485792848003e-03
6.639919542163091590e-08,8.442132975658886776e-03
6.660578111949008487e-08,8.365639043635788794e-03
6.681236681734924062e-08,8.290082810588300308e-03
6.701895251520839636e-08,8.215449680840687316e-03
6.722553821306756534e-08,8.141725335771198002e-03
6.743212391092672108e-08,8.068895727603579357e-03
6.763870960878587682e-08,7.996947073258221447e-03
6.784529530664503257e-08,7.925865848520953841e-03
6.805188100450420154e-08,7.855638782246186086e-03
6.825846670236335729e-08,7.786252850750046382e-03
6.846505240022251303e-08,7.717695272341626792e-03
6.867163809808166877e-08,7.649953502001423204e-03
6.887822379594083775e-08,7.583015226215408626e-03
6.908480949379999349e-08,7.516868357892639470e-03
6.929139519165914924e-08,7.451501031398408310e-03
6.949798088951830498e-08,7.386901597805329948e-03
6.970456658737747396e-08,7.323058620205403005e-03
6.991115228523662970e-08,7.259960869130197697e-03
7.011773798309578544e-08,7.197597318021236971e-03
7.032432368095494119e-08,7.135957139035208757e-03
7.053090937881411016e-08,7.075029698723516586e-03
7.073749507667326591e-08,7.014804553888702617e-03
7.094408077453242165e-08,6.955271447586035792e-03
7.115066647239157739e-08,6.896420305164508574e-03
7.135725217025074637e-08,6.838241230481663380e-03
7.156383786810990211e-08,6.780724502148720301e-03
7.177042356596905785e-08,6.723860569775716965e-03
7.197700926382821360e-08,6.667640050591552500e-03
7.218359496168738257e-08,6.612053725855189003e-03
7.239018065954653832e-08,6.557092537463916730e-03
7.259676635740569406e-08,6.502747584708128831e-03
7.280335205526484980e-08,6.449010120927090202e-03
7.300993775312401878e-08,6.395871550488057070e-03
7.321652345098317452e-08,6.343323425581157658e-03
7.342310914884233027e-08,6.291357443321801170e-03
7.362969484670149924e-08,6.239965442726450214e-03
7.383628054456065499e-08,6.189139401870609458e-03
7.404286624241981073e-08,6.138871435151923781e-03
7.424945194027896647e-08,6.089153790450869616e-03
7.445603763813813545e-08,6.039978846503326303e-03
7.466262333599729119e-08,5.991339110355004688e-03
7.486920903385644694e-08,5.943227214679778006e-03
7.507579473171560268e-08,5.895635915407251501e-03
7.528238042957477166e-08,5.848558089190326360e-03
7.548896612743392740e-08,5.801986731150328078e-03
7.569555182529308314e-08,5.755914952421368330e-03
7.590213752315223888e-08,5.710335977961829117e-03
7.610872322101140786e-08,5.665243144344626891e-03
7.631530891887056361e-08,5.620629897481126125e-03
7.652189461672971935e-08,5.576489790577128514e-03
7.672848031458887509e-08,5.532816482119515614e-03
7.693506601244804407e-08,5.489603733754106103e-03
7.714165171030719981e-08,5.446845408284759806e-03
7.734823740816635555e-08,5.404535467847986288e-03
7.755482310602551130e-08,5.362667971915436801e-03
7.776140880388468027e-08,5.321237075470855622e-03
7.796799450174383602e-08,5.280237027248371219e-03
7.817458019960299176e-08,5.239662167870712088e-03
7.838116589746214750e-08,5.199506928169351713e-03
7.858775159532131648e-08,5.159765827490143432e-03
7.879433729318047222e-08,5.120433472004354628e-03
7.900092299103962797e-08,5.081504553122445991e-03
7.920750868889878371e-08,5.042973845904475012e-03
7.941409438675795269e-08,5.004836207457698076e-03
7.962068008461710843e-08,4.967086575435908022e-03
7.982726578247626417e-08,4.929719966555948067e-03
8.003385148033543315e-08,4.892731475201126702e-03
8.024043717819458889e-08,4.856116271869354017e-03
8.044702287605374464e-08,4.819869601922418222e-03
8.065360857391290038e-08,4.783986784083634446e-03
8.086019427177206936e-08,4.748463209203626287e-03
8.106677996963122510e-08,4.713294338908210340e-03
8.127336566749038084e-08,4.678475704274577540e-03
8.147995136534953658e-08,4.644002904710593273e-03
8.168653706320870556e-08,4.609871606556866994e-03
8.189312276106786131e-08,4.576077542023659905e-03
8.209970845892701705e-08,4.542616507893333481e-03
8.230629415678617279e-08,4.509484364508792309e-03
8.251287985464534177e-08,4.476677034506254711e-03
8.271946555250449751e-08,4.444190501756870200e-03
8.292605125036365325e-08,4.412020810348084646e-03
8.313263694822280900e-08,4.380164063430939080e-03
8.333922264608197797e-08,4.348616422183922831e-03
8.354580834394113372e-08,4.317374104892696650e-03
8.375239404180028946e-08,4.286433385832425121e-03
8.395897973965944520e-08,4.255790594370747679e-03
8.416556543751861418e-08,4.225442113928593382e-03
8.437215113537776992e-08,4.195384381150184250e-03
8.457873683323692567e-08,4.165613884896528750e-03
8.478532253109608141e-08,4.136127165353106067e-03
8.499190822895525039e-08,4.106920813221425111e-03
8.519849392681440613e-08,4.077991468727002085e-03
8.540507962467356187e-08,4.049335820902544986e-03
8.561166532253271762e-08,4.020950606604688921e-03
8.581825102039188659e-08,3.992832609854102092e-03
8.602483671825104234e-08,3.964978660949917272e-03
8.623142241611019808e-08,3.937385635679136776e-03
8.643800811396936706e-08,3.910050454589712211e-03
8.664459381182852280e-08,3.882970082214780468e-03
8.685117950968767854e-08,3.856141526293531754e-03
8.705776520754683428e-08,3.829561837138599750e-03
8.726435090540600326e-08,3.803228106848177085e-03
8.747093660326515901e-08,3.777137468606371878e-03
8.767752230112431475e-08,3.751287096085974097e-03
8.788410799898347049e-08,3.725674202676062564e-03
8.809069369684263947e-08,3.700296040864890952e-03
8.829727939470179521e-08,3.675149901572930412e-03
8.850386509256095095e-08,3.650233113607504604e-03
8.871045079042010670e-08,3.625543042941258790e-03
8.891703648827927567e-08,3.601077092110210789e-03
8.912362218613843142e-08,3.576832699649188253e-03
8.933020788399758716e-08,3.552807339538722933e-03
8.953679358185674290e-08,3.528998520554590523e-03
8.974337927971591188e-08,3.505403785726162336e-03
8.994996497757506762e-08,3.482020711822702078e-03
9.015655067543422337e-08,3.458846908789483567e-03
9.036313637329337911e-08,3.435880019156279958e-03
9.056972207115254809e-08,3.413117717583291633e-03
9.077630776901170383e-08,3.390557710344081505e-03
9.098289346687085957e-08,3.368197734821983935e-03
9.118947916473001532e-08,3.346035558908153074e-03
9.139606486258918429e-08,3.324068980652251579e-03
9.160265056044834004e-08,3.302295827748753451e-03
9.180923625830749578e-08,3.280713957058280054e-03
9.201582195616665152e-08,3.259321254081441570e-03
9.222240765402582050e-08,3.238115632606826475e-03
9.242899335188497624e-08,3.217095034250194805e-03
9.263557904974413198e-08,3.196257428001411747e-03
9.284216474760330096e-08,3.175600809749825996e-03
9.304875044546245671e-08,3.155123201930918296e-03
9.325533614332161245e-08,3.134822653064138574e-03
9.346192184118076819e-08,3.114697237434922456e-03
9.366850753903993717e-08,3.094745054585710392e-03
9.387509323689909291e-08,3.074964228954842841e-03
9.408167893475824865e-08,3.055352909566661900e-03
9.428826463261740440e-08,3.035909269582488974e-03
9.449485033047657337e-08,3.016631505932444897e-03
9.470143602833572912e-08,2.997517838981973628e-03
9.490802172619488486e-08,2.978566512164333279e-03
9.511460742405404060e-08,2.959775791611078764e-03
9.532119312191320958e-08,2.941143965802405728e-03
9.552777881977236532e-08,2.922669345278471748e-03
9.573436451763152107e-08,2.904350262280652045e-03
9.594095021549067681e-08,2.886185070417384042e-03
9.614753591334984579e-08,2.868172144309802819e-03
9.635412161120900153e-08,2.850309879325288887e-03
9.656070730906815727e-08,2.832596691270601683e-03
9.676729300692731302e-08,2.815031016035491902e-03
9.697387870478648199e-08,2.797611309332312998e-03
9.718046440264563774e-08,2.780336046448441886e-03
9.738705010050479348e-08,2.763203721819485360e-03
9.759363579836394922e-08,2.746212848862543670e-03
9.780022149622311820e-08,2.729361959666641753e-03
9.800680719408227394e-08,2.712649604710787657e-03
9.821339289194142968e-08,2.696074352567544730e-03
9.841997858980058543e-08,2.679634789698225831e-03
9.862656428765975441e-08,2.663329520146362050e-03
9.883314998551891015e-08,2.647157165252724941e-03
9.903973568337806589e-08,2.631116363517893488e-03
9.924632138123722163e-08,2.615205770177824081e-03
9.945290707909639061e-08,2.599424057149950489e-03
9.965949277695554635e-08,2.583769912676466170e-03
9.986607847481470210e-08,2.568242041078081569e-03
1.000726641726738711e-07,2.552839162573811074e-03
1.002792498705330268e-07,2.537560013044841585e-03
1.004858355683921826e-07,2.522403343786275808e-03
1.006924212662513383e-07,2.507367921302661260e-03
1.008990069641105073e-07,2.492452527111944840e-03
1.011055926619696630e-07,2.477655957492835934e-03
1.013121783598288188e-07,2.462977023274274743e-03
1.015187640576879745e-07,2.448414549650165979e-03
1.017253497555471435e-07,2.433967375980298532e-03
1.019319354534062992e-07,2.419634355593626527e-03
1.021385211512654550e-07,2.405414355511378399e-03
1.023451068491246107e-07,2.391306256403940341e-03
1.025516925469837797e-07,2.377308952270511429e-03
1.027582782448429354e-07,2.363421350310090496e-03
1.029648639427020912e-07,2.349642370693429388e-03
1.031714496405612469e-07,2.335970946444797681e-03
1.033780353384204159e-07,2.322406023227746065e-03
1.035846210362795716e-07,2.308946559164218489e-03
1.037912067341387274e-07,2.295591524646253996e-03
1.039977924319978831e-07,2.282339902267267392e-03
1.042043781298570521e-07,2.269190686456231190e-03
1.044109638277162078e-07,2.256142883531571733e-03
1.046175495255753636e-07,2.243195511389920339e-03
1.048241352234345193e-07,2.230347599452215876e-03
1.050307209212936883e-07,2.217598188379404835e-03
1.052373066191528441e-07,2.204946330026292048e-03
1.054438923170119998e-07,2.192391087282885478e-03
1.056504780148711555e-07,2.179931533845673799e-03
1.058570637127303245e-07,2.167566754130381950e-03
1.060636494105894803e-07,2.155295843099170119e-03
1.062702351084486360e-07,2.143117906199660389e-03
1.064768208063078050e-07,2.131032059121396732e-03
1.066834065041669607e-07,2.119037427641564785e-03
1.068899922020261165e-07,2.107133147611185611e-03
1.070965778998852722e-07,2.095318364728747731e-03
1.073031635977444412e-07,2.083592234424671945e-03
1.075097492956035969e-07,2.071953921756546600e-03
1.077163349934627527e-07,2.060402601239696291e-03
1.079229206913219084e-07,2.048937456747808219e-03
1.081295063891810774e-07,2.037557681411878482e-03
1.083360920870402331e-07,2.026262477401259612e-03
1.085426777848993889e-07,2.015051055967450200e-03
1.087492634827585446e-07,2.003922637143963018e-03
1.089558491806177136e-07,1.992876449797862347e-03
1.091624348784768693e-07,1.981911731306387672e-03
1.093690205763360251e-07,1.971027727669799612e-03
1.095756062741951808e-07,1.960223693305225383e-03
1.097821919720543498e-07,1.949498890902153295e-03
1.099887776699135055e-07,1.938852591293079844e-03
1.101953633677726613e-07,1.928284073498313066e-03
1.104019490656318170e-07,1.917792624429542339e-03
1.106085347634909860e-07,1.907377538933292772e-03
1.108151204613501418e-07,1.897038119590837863e-03
1.110217061592092975e-07,1.886773676688553942e-03
1.112282918570684532e-07,1.876583528080151900e-03
1.114348775549276222e-07,1.866466999090334554e-03
1.116414632527867780e-07,1.856423422419471204e-03
1.118480489506459337e-07,1.846452138095089346e-03
1.120546346485050894e-07,1.836552493277849316e-03
1.122612203463642584e-07,1.826723842251103862e-03
1.124678060442234142e-07,1.816965546334661785e-03
1.126743917420825699e-07,1.807276973786765654e-03
1.128809774399417389e-07,1.797657499658574312e-03
1.130875631378008946e-07,1.788106505764180346e-03
1.132941488356600504e-07,1.778623380547557017e-03
1.135007345335192061e-07,1.769207519101756443e-03
1.137073202313783751e-07,1.759858322948949262e-03
1.139139059292375308e-07,1.750575200052211216e-03
1.141204916270966866e-07,1.741357564722218441e-03
1.143270773249558556e-07,1.732204837477790233e-03
1.145336630228150245e-07,1.723116445095742829e-03
1.147402487206741670e-07,1.714091820374084906e-03
1.149468344185333360e-07,1.705130402137405854e-03
1.151534201163924785e-07,1.696231635239908069e-03
1.153600058142516475e-07,1.687394970284812395e-03
1.155665915121108165e-07,1.678619863768189254e-03
1.157731772099699590e-07,1.669905777894706072e-03
1.159797629078291280e-07,1.661252180510254528e-03
1.161863486056882969e-07,1.652658545082751713e-03
1.163929343035474395e-07,1.644124350585250997e-03
1.165995200014066084e-07,1.635649081414090617e-03
1.168061056992657509e-07,1.627232227349142924e-03
1.170126913971249199e-07,1.618873283580426559e-03
1.172192770949840889e-07,1.610571750444352371e-03
1.174258627928432314e-07,1.602327133511978561e-03
1.176324484907024004e-07,1.594138943502103854e-03
1.178390341885615694e-07,1.586006696155285159e-03
1.180456198864207119e-07,1.577929912251016314e-03
1.182522055842798808e-07,1.569908117483094284e-03
1.184587912821390234e-07,1.561940842460293093e-03
1.186653769799981923e-07,1.554027622600255565e-03
1.188719626778573613e-07,1.546167998083682093e-03
1.190785483757165038e-07,1.538361513817950452e-03
1.192851340735756728e-07,1.530607719324271823e-03
1.194917197714348418e-07,1.522906168767332660e-03
1.196983054692940107e-07,1.515256420821228973e-03
1.199048911671531533e-07,1.507658038699109500e-03
1.201114768650123222e-07,1.500110589965549749e-03
1.203180625628714647e-07,1.492613646617731637e-03
1.205246482607306337e-07,1.485166784969570468e-03
1.207312339585898027e-07,1.477769585641268641e-03
1.209378196564489452e-07,1.470421633451526877e-03
1.211444053543081142e-07,1.463122517431690237e-03
1.213509910521672832e-07,1.455871830676860922e-03
1.215575767500264257e-07,1.448669170430110431e-03
1.217641624478855946e-07,1.441514137884075111e-03
1.219707481457447372e-07,1.434406338362518825e-03
1.221773338436039061e-07,1.427345380980787285e-03
1.223839195414630751e-07,1.420330878804465426e-03
1.225905052393222176e-07,1.413362448755732265e-03
1.227970909371813866e-07,1.406439711548686071e-03
1.230036766350405556e-07,1.399562291655995390e-03
1.232102623328996981e-07,1.392729817254668772e-03
1.234168480307588671e-07,1.385941920218640346e-03
1.236234337286180096e-07,1.379198236027150398e-03
1.238300194264771785e-07,1.372498403751941593e-03
1.240366051243363475e-07,1.365842066032335557e-03
1.242431908221954900e-07,1.359228868972827157e-03
1.244497765200546590e-07,1.352658462173740106e-03
1.246563622179138280e-07,1.346130498627476401e-03
1.248629479157729705e-07,1.339644634767696600e-03
1.250695336136321395e-07,1.333200530334916487e-03
1.252761193114912820e-07,1.326797848400760888e-03
1.254827050093504510e-07,1.320436255266907357e-03
1.256892907072096199e-07,1.314115420516625892e-03
1.258958764050687624e-07,1.307835016924164791e-03
1.261024621029279314e-07,1.301594720393445303e-03
1.263090478007871004e-07,1.295394209976250639e-03
1.265156334986462429e-07,1.289233167821024527e-03
1.267222191965054119e-07,1.283111279138177607e-03
1.269288048943645809e-07,1.277028232116208563e-03
1.271353905922237234e-07,1.270983717954381762e-03
1.273419762900828923e-07,1.264977430854304086e-03
1.275485619879420349e-07,1.259009067852848076e-03
1.277551476858012038e-07,1.253078328957565315e-03
1.279617333836603728e-07,1.247184916979946108e-03
1.281683190815195153e-07,1.241328537554619617e-03
1.283749047793786843e-07,1.235508899129584767e-03
1.285814904772378533e-07,1.229725712895809965e-03
1.287880761750969958e-07,1.223978692812158252e-03
1.289946618729561648e-07,1.218267555497260478e-03
1.292012475708153073e-07,1.212592020255450712e-03
1.294078332686744762e-07,1.206951809038030090e-03
1.296144189665336452e-07,1.201346646396106617e-03
1.298210046643927877e-07,1.195776259501144488e-03
1.300275903622519567e-07,1.190240378051654396e-03
1.302341760601111257e-07,1.184738734244226901e-03
1.304407617579702682e-07,1.179271062821027425e-03
