Rvals*1e9,0+g,0+u,0-g,0-u,1g,1u,2g,2u,0+g,0+u,0-g,0-u,1g,1u,2g,2u,0+g,0+u,0-g,0-u,1g,1u,2g,2u
2.356136369429589372e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.408047647353173115e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.459958925276756858e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.511870203200340157e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.563781481123924344e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.615692759047507643e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.667604036971091386e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.719515314894674685e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.771426592818258428e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.823337870741841726e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.875249148665425469e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.927160426589009212e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.979071704512592511e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.030982982436176254e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.082894260359759553e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.134805538283343740e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.186716816206927039e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.238628094130510782e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.290539372054094081e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.342450649977677823e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.394361927901261122e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.446273205824845309e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.498184483748428608e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.550095761672011907e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.602007039595595650e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.653918317519178949e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.705829595442763136e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.757740873366346435e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.809652151289930178e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.861563429213513476e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.913474707137097219e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
3.965385985060680518e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
4.017297262984263817e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
